Portfolio,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
40/60 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1166516.190000,0.166516,0.080552,0.079034,1.019200,-0.086562,-0.114700,0.738400,0.002832,0.027200,5544.558805,10351.060000,9527.419443,823.642072,13,1870.650000,1562.976237,0.000000,0.000000,1135778.550000,1150.700000,144637.890000,29330.320000,1407.310000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1169540.300000,0.169540,0.081960,0.078430,1.045000,-0.085817,-0.124700,0.778500,0.000000,0.000000,6000.941918,238.040000,0.000000,238.041793,0,1478.510000,,0.000000,0.000000,1137488.060000,219.920000,152836.450000,30644.260000,1407.980000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1170638.410000,0.170638,0.082471,0.079079,1.042900,-0.086639,-0.117200,0.753300,0.002657,-0.053400,3390.101410,8064.650000,7905.793914,158.857602,4,1644.210000,1098.103780,0.000000,0.000000,1137391.890000,223.940000,158793.300000,31837.040000,1409.480000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Yearly,Off,Yearly Rebal | No TLH,1179812.380000,0.179812,0.086730,0.079788,1.087000,-0.086687,-0.145600,0.793800,0.000000,0.000000,4089.972813,0.000000,0.000000,0.000000,0,1323.630000,,0.000000,0.000000,1143888.390000,-1365.080000,174905.420000,34503.310000,1420.680000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1180970.010000,0.180970,0.087266,0.080353,1.086000,-0.087405,-0.141300,0.777000,0.002052,-0.058200,1453.235590,7380.820000,7380.822416,0.000000,1,1472.970000,1157.629626,4380.822416,0.000000,1143799.510000,-1323.310000,181067.420000,35750.330000,1420.170000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1176521.680000,0.176522,0.085204,0.078919,1.079600,-0.086231,-0.122100,0.747000,0.000000,0.000000,5150.320841,0.000000,0.000000,0.000000,0,1418.420000,,0.000000,0.000000,1143145.580000,238.250000,159379.950000,31959.380000,1416.730000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1177285.950000,0.177286,0.085558,0.079498,1.076200,-0.086984,-0.116500,0.728300,0.002290,-0.131200,2654.603711,7771.350000,7771.349655,0.000000,2,1576.920000,764.270064,1732.182696,0.000000,1142669.870000,233.650000,165760.810000,33198.890000,1417.190000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1182949.360000,0.182949,0.088182,0.079518,1.109000,-0.086687,-0.118800,0.718700,0.000000,0.000000,5746.320707,0.000000,0.000000,0.000000,0,1420.810000,,0.000000,0.000000,1149245.950000,-222.490000,161607.380000,32276.980000,1426.430000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1183211.650000,0.183212,0.088303,0.080085,1.102600,-0.087405,-0.114100,0.701000,0.001933,-0.276900,3805.837621,7380.820000,7380.822416,0.000000,1,1571.520000,262.285781,4380.822416,0.000000,1148324.000000,-234.100000,167543.920000,33461.960000,1425.680000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1232553.280000,0.232553,0.042913,0.100747,0.425900,-0.236058,0.234200,6.710800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1184323.850000,0.000000,233751.840000,46750.370000,1479.060000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1228005.230000,0.228005,0.042138,0.100601,0.418900,-0.239958,0.216000,6.711400,0.003219,-0.318700,-3150.000000,154532.250000,154532.253034,0.000000,30,4368.260000,-4548.043777,69232.530377,0.000000,1163833.710000,0.000000,383755.750000,62700.290000,1471.240000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1232553.280000,0.232553,0.042913,0.100747,0.425900,-0.236058,0.234200,6.710800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1184323.850000,0.000000,233751.840000,46750.370000,1479.060000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1228005.230000,0.228005,0.042138,0.100601,0.418900,-0.239958,0.216000,6.711400,0.003219,-0.318700,-3150.000000,154532.250000,154532.253034,0.000000,30,4368.260000,-4548.043777,69232.530377,0.000000,1163833.710000,0.000000,383755.750000,62700.290000,1471.240000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1185425.960000,0.185426,0.034774,0.096610,0.359900,-0.236058,0.161600,5.213300,0.000000,0.000000,3466.100396,4.850000,0.000000,4.850151,0,1422.170000,,0.000000,0.000000,1149402.540000,0.000000,172983.720000,34596.740000,1426.670000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1184996.930000,0.184997,0.034699,0.096402,0.359900,-0.239958,0.142600,5.204000,0.003677,-0.088300,-3150.000000,155845.030000,155845.031741,0.000000,33,4654.570000,-429.022105,69232.530377,0.000000,1129420.310000,0.000000,320800.790000,54155.890000,1420.740000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1142966.670000,0.142967,0.027217,0.091821,0.296400,-0.234837,0.171100,4.972000,0.000000,0.000000,11717.251985,17255.020000,0.000000,17255.021406,0,2511.870000,,0.000000,0.000000,1118620.520000,7164.250000,102527.640000,22970.320000,1375.820000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1149143.320000,0.149143,0.028330,0.091862,0.308400,-0.236478,0.155700,4.975000,0.003941,0.219600,-1163.523846,175923.380000,159431.062456,16492.313364,211,8744.690000,6176.656625,19957.629274,0.000000,1099416.220000,7560.500000,234172.250000,48346.550000,1380.550000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1147204.730000,0.147205,0.027981,0.091862,0.304600,-0.234858,0.177300,5.011200,0.000000,0.000000,10960.711058,10014.930000,0.000000,10014.926536,0,1969.670000,,0.000000,0.000000,1122446.830000,8272.070000,102426.420000,23374.920000,1382.980000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1155164.890000,0.155165,0.029411,0.090807,0.323900,-0.237096,0.149200,5.039000,0.004058,0.291200,-3150.000000,171173.590000,158607.954237,12565.638527,119,6783.060000,7960.155723,38635.323392,0.000000,1105616.230000,8266.230000,238998.670000,48162.460000,1386.200000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1161901.470000,0.161901,0.030614,0.091881,0.333200,-0.232016,0.132500,4.494600,0.000000,0.000000,11090.905075,3163.260000,0.000000,3163.260909,0,1678.600000,,0.000000,0.000000,1134109.340000,3559.690000,125733.530000,26392.600000,1399.530000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1170958.990000,0.170959,0.032224,0.091475,0.352300,-0.236288,0.105900,4.529300,0.004900,0.277800,-2153.562655,165425.520000,164298.569788,1126.953402,46,4982.310000,9057.520870,58205.701431,0.000000,1119065.000000,3439.280000,284655.940000,50488.830000,1405.150000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1159451.990000,0.159452,0.030177,0.092573,0.326000,-0.237687,0.208600,5.284400,0.000000,0.000000,13214.310729,10689.160000,0.000000,10689.161329,0,1890.170000,,0.000000,0.000000,1133417.310000,8880.480000,107640.030000,24636.170000,1398.500000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1167516.580000,0.167517,0.031613,0.092125,0.343200,-0.240017,0.184700,5.341500,0.004250,0.279400,-506.991480,165634.700000,162634.497160,3000.205378,52,5202.660000,8064.585952,52402.662985,0.000000,1116439.990000,9365.610000,250737.200000,49675.560000,1401.020000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1187844.920000,0.187845,0.035198,0.095837,0.367300,-0.236058,0.132000,4.635000,0.000000,0.000000,8082.851928,0.000000,0.000000,0.000000,0,1529.000000,,0.000000,0.000000,1155001.310000,0.000000,157042.510000,31408.500000,1435.110000
40/60 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1191538.100000,0.191538,0.035844,0.095585,0.375000,-0.239958,0.107200,4.593800,0.004545,0.087200,-3160.308011,154561.700000,154561.704495,0.000000,31,4736.660000,3693.177529,25284.222088,0.000000,1135069.480000,72.140000,300383.920000,55038.790000,1429.830000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1713191.370000,0.713191,0.055470,0.102938,0.538900,-0.247104,-0.626100,12.788000,0.000000,0.000000,33715.412384,0.000000,0.000000,0.000000,0,1893.870000,,0.000000,0.000000,1595050.360000,0.000000,580223.580000,116044.720000,2096.290000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1700327.200000,0.700327,0.054672,0.102428,0.533800,-0.247829,-0.638100,12.925200,0.002923,-0.316200,23398.388846,102613.120000,102613.121105,0.000000,19,4313.400000,-12864.168135,13979.447575,14223.271634,1566354.650000,0.000000,659568.150000,131913.630000,2058.920000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1917161.950000,0.917162,0.067443,0.107831,0.625500,-0.247104,-0.405200,13.386800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1731189.250000,0.000000,918360.510000,183672.100000,2300.590000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1899032.720000,0.899033,0.066426,0.107458,0.618200,-0.247829,-0.425000,13.543800,0.002634,-0.434700,-4200.000000,99909.720000,99909.715690,0.000000,17,3085.100000,-18129.224261,13979.447575,14223.271634,1703269.200000,0.000000,997827.540000,193487.790000,2275.730000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1633002.750000,0.633003,0.050408,0.093882,0.536900,-0.240524,-0.576700,11.717100,0.000000,0.000000,27282.371814,0.000000,0.000000,0.000000,0,1844.360000,,0.000000,0.000000,1525881.140000,0.000000,525717.630000,105143.530000,1978.090000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1629437.440000,0.629437,0.050178,0.093372,0.537400,-0.240668,-0.607700,12.010400,0.003142,-0.113500,14507.376768,130649.460000,128221.631721,2427.831237,36,4771.060000,-3565.313481,10265.124840,0.000000,1499577.680000,0.000000,639471.980000,127894.400000,1965.360000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1542429.400000,0.542429,0.044415,0.089543,0.496000,-0.237485,-0.680600,14.644300,0.000000,0.000000,51794.580122,32940.390000,0.000000,32940.385634,0,4750.440000,,0.000000,0.000000,1468024.370000,9469.700000,346499.110000,72544.360000,1860.670000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1545107.960000,0.545108,0.044596,0.089267,0.499600,-0.240211,-0.686400,14.824200,0.002528,0.022200,40366.356459,161612.040000,141987.814303,19624.225134,505,10437.660000,2678.555592,0.000000,0.000000,1451428.850000,9608.240000,442343.010000,91814.620000,1864.490000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1564595.080000,0.564595,0.045910,0.089165,0.514900,-0.237954,-0.636000,13.410100,0.000000,0.000000,50902.076786,15304.730000,0.000000,15304.732270,0,3407.630000,,0.000000,0.000000,1487543.700000,11098.870000,356407.700000,75158.480000,1892.900000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1567667.570000,0.567668,0.046116,0.088837,0.519100,-0.240890,-0.671500,13.559600,0.003628,0.022000,43338.788945,145641.600000,135988.525219,9653.075973,255,7741.060000,3072.486418,0.000000,0.000000,1469887.920000,11955.770000,458497.390000,95881.970000,1897.670000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1570306.580000,0.570307,0.046292,0.088492,0.523100,-0.234209,-0.681800,13.196200,0.000000,0.000000,39585.661735,4818.640000,0.000000,4818.644389,0,2327.230000,,0.000000,0.000000,1484713.140000,4548.960000,410531.770000,83698.490000,1894.950000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1585757.540000,0.585758,0.047320,0.088385,0.535400,-0.236958,-0.692700,13.241400,0.004540,0.198700,15743.321200,134761.120000,131566.773366,3194.346538,94,5577.510000,15450.953360,0.000000,0.000000,1476417.770000,5065.780000,528263.560000,107425.740000,1914.040000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1574034.600000,0.574035,0.046541,0.091717,0.507400,-0.238976,-0.741300,15.229600,0.000000,0.000000,50448.312052,5891.160000,0.000000,5891.157209,0,2676.700000,,0.000000,0.000000,1495138.850000,13531.890000,361386.160000,76994.620000,1901.120000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1576485.380000,0.576485,0.046704,0.091761,0.509000,-0.242475,-0.777600,15.492000,0.003796,0.009900,33791.698644,142733.270000,135865.178091,6868.089119,89,6099.260000,2450.787535,0.000000,0.000000,1474090.300000,14041.990000,477999.910000,100488.710000,1906.370000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1597598.130000,0.597598,0.048102,0.092002,0.522800,-0.243934,-0.675200,12.629300,0.000000,0.000000,39305.418705,0.000000,0.000000,0.000000,0,2063.780000,,0.000000,0.000000,1506765.660000,2707.480000,439732.750000,88894.170000,1938.290000
40/60 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1598097.510000,0.598098,0.048135,0.091255,0.527500,-0.243985,-0.689000,12.650600,0.003652,-0.025500,30120.174207,131495.260000,131495.263440,0.000000,52,5217.200000,499.378347,22866.256010,0.000000,1483746.200000,8825.270000,553256.320000,112416.320000,1934.990000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,2012416.090000,1.012416,0.039617,0.095892,0.413100,-0.263493,-0.334300,14.454100,0.000000,0.000000,49097.470488,0.000000,0.000000,0.000000,0,2071.870000,,0.000000,0.000000,1846322.660000,0.000000,818098.070000,163619.610000,2473.820000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1938708.180000,0.938708,0.037464,0.092286,0.406000,-0.282875,-0.448400,14.063400,0.011796,-0.188400,17730.079436,343788.250000,343788.246725,0.000000,73,7379.350000,-73707.902891,18394.267469,0.000000,1753267.450000,0.000000,936558.640000,183114.960000,2325.770000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,2419440.240000,1.419440,0.050310,0.103295,0.487100,-0.263487,-0.185200,13.779800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,2132409.150000,0.000000,1420638.800000,284127.760000,2903.330000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,2235599.670000,1.235600,0.045709,0.098400,0.464500,-0.282875,-0.311800,13.585900,0.012908,-0.361900,-8400.000000,293966.990000,293966.988889,0.000000,51,5316.260000,-183840.572740,233216.198960,15016.165822,1977668.820000,0.000000,1526482.920000,255256.600000,2674.250000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1891910.060000,0.891910,0.036056,0.098085,0.367600,-0.287754,-0.261700,11.513500,0.000000,0.000000,64041.734765,7673.260000,0.000000,7673.263157,0,2822.930000,,0.000000,0.000000,1762346.330000,0.000000,636316.050000,127263.210000,2300.510000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1822387.820000,0.822388,0.033904,0.095044,0.356700,-0.300555,-0.396400,10.848900,0.010715,-0.207400,49346.620689,350586.220000,283849.530888,66736.691555,99,8694.320000,-69522.236882,0.000000,0.000000,1671227.230000,2137.770000,742657.870000,148974.090000,2186.500000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1795107.520000,0.795108,0.033038,0.095062,0.347500,-0.303147,-0.199500,12.882600,0.000000,0.000000,72482.235862,149354.180000,0.000000,149354.181113,0,8212.350000,,0.000000,0.000000,1677772.050000,10915.910000,557170.270000,115168.070000,2167.400000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1758412.170000,0.758412,0.031853,0.093993,0.338900,-0.313764,-0.344600,12.561200,0.007947,-0.157700,60610.741302,446141.930000,341588.594464,104553.337734,886,18374.220000,-36695.351875,0.000000,0.000000,1631287.540000,10945.890000,605902.020000,125000.330000,2124.300000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1821715.170000,0.821715,0.033882,0.093685,0.361700,-0.301346,-0.203800,12.338900,0.000000,0.000000,70981.699755,89102.770000,0.000000,89102.767912,0,5433.440000,,0.000000,0.000000,1704288.160000,12859.560000,553639.340000,115219.780000,2207.230000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1800874.230000,0.800874,0.033222,0.092288,0.360000,-0.317094,-0.328300,11.676200,0.008929,-0.081700,47766.936025,412853.720000,359986.468309,52867.256213,536,14395.810000,-20840.943909,0.000000,0.000000,1666390.980000,12938.080000,638862.730000,132300.870000,2182.380000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1839688.580000,0.839689,0.034446,0.091404,0.376900,-0.288994,-0.297300,11.146000,0.000000,0.000000,57020.525561,36111.990000,0.000000,36111.987066,0,3396.050000,,0.000000,0.000000,1714692.450000,5257.300000,604673.760000,122774.810000,2221.330000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1825508.840000,0.825509,0.034002,0.089163,0.381300,-0.303712,-0.430500,10.102800,0.010318,-0.049800,23695.049262,379718.390000,366703.581492,13014.813035,227,10463.170000,-14179.740319,0.000000,0.000000,1676452.190000,5064.410000,725418.990000,146856.340000,2200.320000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1822585.300000,0.822585,0.033910,0.097146,0.349100,-0.302147,-0.184900,13.239800,0.000000,0.000000,61522.270012,48561.740000,0.000000,48561.741760,0,3724.810000,,0.000000,0.000000,1703619.400000,1985.390000,580337.500000,116762.390000,2203.510000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1806672.760000,0.806673,0.033406,0.094620,0.353100,-0.319887,-0.357400,12.330500,0.009555,-0.059900,37209.485226,366403.310000,337467.294385,28936.018970,211,10750.510000,-15912.547922,0.000000,0.000000,1663259.840000,1485.220000,703524.400000,141224.710000,2188.210000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1907691.780000,0.907692,0.036535,0.095403,0.382900,-0.285731,-0.225500,11.306100,0.000000,0.000000,64518.680131,17760.220000,0.000000,17760.218532,0,2976.820000,,0.000000,0.000000,1774855.910000,5495.530000,642947.640000,130512.960000,2322.900000
40/60 (TA ETF),Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1867693.160000,0.867693,0.035315,0.091651,0.385300,-0.302852,-0.364600,10.728100,0.011099,-0.116100,24625.182338,342829.120000,332843.032676,9986.084549,112,8752.220000,-39998.620049,16181.408549,12021.568302,1706954.180000,10370.450000,781971.990000,158468.490000,2270.480000
