Portfolio,Category,Model Family,Equity Allocation,Models Coverage,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1190781.080000,0.190781,0.159114,0.162567,0.978800,-0.173719,0.923300,20.357700,0.012058,-0.645400,-1050.000000,103595.560000,95879.015248,7716.540711,10,3688.750000,-8021.488568,0.000000,0.000000,1123287.550000,217229.060000,35261.480000,66151.060000,1342.480000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1198420.160000,0.198420,0.165399,0.164752,1.003900,-0.171381,0.846800,18.549400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1157058.310000,0.000000,199618.730000,39923.750000,1438.100000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1200280.050000,0.200280,0.166929,0.165071,1.011300,-0.173719,0.853100,19.074600,0.009366,0.037000,-1050.000000,95879.020000,95879.015248,0.000000,10,2766.570000,1859.885572,0.000000,0.000000,1136006.680000,238445.450000,59430.180000,62834.290000,1439.080000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1198420.160000,0.198420,0.165399,0.164752,1.003900,-0.171381,0.846800,18.549400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1157058.310000,0.000000,199618.730000,39923.750000,1438.100000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1200280.050000,0.200280,0.166929,0.165071,1.011300,-0.173719,0.853100,19.074600,0.009366,0.037000,-1050.000000,95879.020000,95879.015248,0.000000,10,2766.570000,1859.885572,0.000000,0.000000,1136006.680000,238445.450000,59430.180000,62834.290000,1439.080000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1198420.160000,0.198420,0.165399,0.164752,1.003900,-0.171381,0.846800,18.549400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1157058.310000,0.000000,199618.730000,39923.750000,1438.100000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1200280.050000,0.200280,0.166929,0.165071,1.011300,-0.173719,0.853100,19.074600,0.009366,0.037000,-1050.000000,95879.020000,95879.015248,0.000000,10,2766.570000,1859.885572,0.000000,0.000000,1136006.680000,238445.450000,59430.180000,62834.290000,1439.080000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1198420.160000,0.198420,0.165399,0.164752,1.003900,-0.171381,0.846800,18.549400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1157058.310000,0.000000,199618.730000,39923.750000,1438.100000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1200280.050000,0.200280,0.166929,0.165071,1.011300,-0.173719,0.853100,19.074600,0.009366,0.037000,-1050.000000,95879.020000,95879.015248,0.000000,10,2766.570000,1859.885572,0.000000,0.000000,1136006.680000,238445.450000,59430.180000,62834.290000,1439.080000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1195661.770000,0.195662,0.163131,0.164676,0.990600,-0.170629,0.880400,19.005700,0.000000,0.000000,3135.593186,881.010000,0.000000,881.005117,0,1494.920000,,0.000000,0.000000,1154492.230000,11300.890000,178879.410000,39731.190000,1438.340000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1196783.460000,0.196783,0.164053,0.164563,0.996900,-0.171804,0.828100,18.701800,0.005500,-0.046800,-872.767290,32775.340000,31864.717314,910.626018,5,2046.820000,1121.697181,0.000000,0.000000,1146837.050000,77308.490000,142175.410000,48511.530000,1434.880000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1198332.060000,0.198332,0.165327,0.164569,1.004600,-0.169464,0.884000,19.048700,0.000000,0.000000,2510.242874,391.190000,0.000000,391.188059,0,1388.810000,,0.000000,0.000000,1155557.440000,15478.740000,179580.260000,41333.610000,1441.010000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1194746.120000,0.194746,0.162377,0.163215,0.994900,-0.170873,0.863700,19.345700,0.007925,-0.521400,-1050.000000,36564.970000,36177.184174,387.785159,5,2017.200000,-3585.948271,0.000000,0.000000,1143490.710000,94485.830000,131511.240000,49822.970000,1432.440000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1199146.700000,0.199147,0.165997,0.162978,1.018500,-0.168942,0.840400,18.664600,0.000000,0.000000,249.066742,0.230000,0.000000,0.228047,0,1242.880000,,0.000000,0.000000,1157013.840000,4721.230000,195205.800000,40693.590000,1439.270000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1201272.140000,0.201272,0.167744,0.163645,1.025000,-0.172368,0.817800,19.070800,0.008921,0.063300,-1050.000000,95431.370000,95431.138454,0.228047,12,2784.420000,2125.435929,0.000000,0.000000,1136586.470000,238680.120000,59045.960000,63245.400000,1440.270000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1198802.570000,0.198803,0.165714,0.164909,1.004900,-0.171381,0.852500,18.485700,0.000000,0.000000,2709.991608,80.050000,0.000000,80.045842,0,1323.280000,,0.000000,0.000000,1156853.790000,9922.440000,185170.570000,40506.970000,1441.820000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1190781.080000,0.190781,0.159114,0.162567,0.978800,-0.173719,0.923300,20.357700,0.012058,-0.645400,-1050.000000,103595.560000,95879.015248,7716.540711,10,3688.750000,-8021.488568,0.000000,0.000000,1123287.550000,217229.060000,35261.480000,66151.060000,1342.480000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1198420.160000,0.198420,0.165399,0.164752,1.003900,-0.171381,0.846800,18.549400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1157058.310000,0.000000,199618.730000,39923.750000,1438.100000
GuidePath ETF - 90-10,Equity-Heavy,GuidePath ETF,0.872000,1.000000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1200280.050000,0.200280,0.166929,0.165071,1.011300,-0.173719,0.853100,19.074600,0.009366,0.037000,-1050.000000,95879.020000,95879.015248,0.000000,10,2766.570000,1859.885572,0.000000,0.000000,1136006.680000,238445.450000,59430.180000,62834.290000,1439.080000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,634213.320000,-0.365787,-0.203985,0.266736,-0.764700,-0.520579,-0.366900,7.085600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,634502.260000,0.000000,-364588.120000,-1050.000000,761.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,653824.690000,-0.346175,-0.191747,0.299411,-0.640400,-0.504974,0.277800,9.629100,0.078969,0.148900,-1050.000000,316419.590000,316419.592982,0.000000,17,6198.580000,19611.374788,0.000000,0.000000,653041.360000,35628.340000,-60235.480000,0.000000,783.330000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,634213.320000,-0.365787,-0.203985,0.266736,-0.764700,-0.520579,-0.366900,7.085600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,634502.260000,0.000000,-364588.120000,-1050.000000,761.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,653824.690000,-0.346175,-0.191747,0.299411,-0.640400,-0.504974,0.277800,9.629100,0.078969,0.148900,-1050.000000,316419.590000,316419.592982,0.000000,17,6198.580000,19611.374788,0.000000,0.000000,653041.360000,35628.340000,-60235.480000,0.000000,783.330000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,634213.320000,-0.365787,-0.203985,0.266736,-0.764700,-0.520579,-0.366900,7.085600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,634502.260000,0.000000,-364588.120000,-1050.000000,761.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,653824.690000,-0.346175,-0.191747,0.299411,-0.640400,-0.504974,0.277800,9.629100,0.078969,0.148900,-1050.000000,316419.590000,316419.592982,0.000000,17,6198.580000,19611.374788,0.000000,0.000000,653041.360000,35628.340000,-60235.480000,0.000000,783.330000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Monthly,Off,Monthly Rebal | No TLH,635005.770000,-0.364994,-0.203487,0.268445,-0.758000,-0.521819,-0.340000,7.112300,0.000000,0.000000,-464.891964,7864.260000,0.000000,7864.264298,0,1452.480000,,0.000000,0.000000,634245.020000,-10029.900000,-348483.570000,0.000000,760.750000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,636142.420000,-0.363858,-0.202773,0.288288,-0.703400,-0.520533,0.315400,10.304000,0.056336,0.004200,-464.891964,242258.100000,144513.940480,97744.156488,37,6105.660000,1136.656331,0.000000,0.000000,635380.310000,-35267.780000,-85122.540000,0.000000,762.110000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,634412.140000,-0.365588,-0.203860,0.267919,-0.760900,-0.521427,-0.343000,7.108100,0.000000,0.000000,-54.783673,3172.420000,0.000000,3172.421324,0,1327.240000,,0.000000,0.000000,634242.990000,-7757.910000,-355055.000000,-591.590000,760.740000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,634468.570000,-0.365531,-0.203825,0.272848,-0.747000,-0.512355,-0.530900,7.580400,0.037664,-0.011800,-721.681661,316151.980000,294688.101514,21463.877430,38,6767.710000,56.427082,0.000000,0.000000,633708.470000,15133.080000,-60839.560000,0.000000,760.100000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Yearly,Off,Yearly Rebal | No TLH,633431.680000,-0.366568,-0.204477,0.266864,-0.766200,-0.520883,-0.366700,7.064500,0.000000,0.000000,431.147846,0.000000,0.000000,0.000000,0,1229.090000,,0.000000,0.000000,634152.190000,-5309.420000,-360830.520000,-1481.150000,760.640000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,653785.790000,-0.346214,-0.191771,0.299447,-0.640400,-0.505050,0.273900,9.598000,0.078971,0.154800,-1050.000000,312920.980000,312920.981088,0.000000,29,6204.840000,20354.108280,0.000000,0.000000,653002.510000,30865.240000,-60235.480000,0.000000,783.280000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,634213.320000,-0.365787,-0.203985,0.266736,-0.764700,-0.520579,-0.366900,7.085600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,634502.260000,0.000000,-364588.120000,-1050.000000,761.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,653824.690000,-0.346175,-0.191747,0.299411,-0.640400,-0.504974,0.277800,9.629100,0.078969,0.148900,-1050.000000,316419.590000,316419.592982,0.000000,17,6198.580000,19611.374788,0.000000,0.000000,653041.360000,35628.340000,-60235.480000,0.000000,783.330000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,634213.320000,-0.365787,-0.203985,0.266736,-0.764700,-0.520579,-0.366900,7.085600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,634502.260000,0.000000,-364588.120000,-1050.000000,761.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,653824.690000,-0.346175,-0.191747,0.299411,-0.640400,-0.504974,0.277800,9.629100,0.078969,0.148900,-1050.000000,316419.590000,316419.592982,0.000000,17,6198.580000,19611.374788,0.000000,0.000000,653041.360000,35628.340000,-60235.480000,0.000000,783.330000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1105827.010000,0.105827,0.137324,0.116241,1.181400,-0.062390,-0.990400,2.682100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1067041.070000,107025.570000,0.000000,37458.950000,1326.990000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1109431.820000,0.109432,0.142069,0.116224,1.222400,-0.063259,-1.021900,2.772500,0.003461,0.866400,-1050.000000,19511.170000,19511.166108,0.000000,2,1600.140000,3604.815262,0.000000,0.000000,1068558.080000,129493.130000,0.000000,39543.690000,1330.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1105827.010000,0.105827,0.137324,0.116241,1.181400,-0.062390,-0.990400,2.682100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1067041.070000,107025.570000,0.000000,37458.950000,1326.990000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1109431.820000,0.109432,0.142069,0.116224,1.222400,-0.063259,-1.021900,2.772500,0.003461,0.866400,-1050.000000,19511.170000,19511.166108,0.000000,2,1600.140000,3604.815262,0.000000,0.000000,1068558.080000,129493.130000,0.000000,39543.690000,1330.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1105827.010000,0.105827,0.137324,0.116241,1.181400,-0.062390,-0.990400,2.682100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1067041.070000,107025.570000,0.000000,37458.950000,1326.990000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1109431.820000,0.109432,0.142069,0.116224,1.222400,-0.063259,-1.021900,2.772500,0.003461,0.866400,-1050.000000,19511.170000,19511.166108,0.000000,2,1600.140000,3604.815262,0.000000,0.000000,1068558.080000,129493.130000,0.000000,39543.690000,1330.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,Off,Monthly Rebal | No TLH,1105041.330000,0.105041,0.136290,0.116123,1.173700,-0.062922,-0.989200,2.677200,0.000000,0.000000,355.228206,245.370000,0.000000,245.368594,0,1297.020000,,0.000000,0.000000,1066713.210000,105718.990000,0.000000,37001.650000,1326.480000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1105041.330000,0.105041,0.136290,0.116123,1.173700,-0.062922,-0.989200,2.677200,0.000000,0.000000,355.228206,245.370000,0.000000,245.368594,0,1297.020000,0.000000,0.000000,0.000000,1066713.210000,105718.990000,0.000000,37001.650000,1326.480000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1105042.950000,0.105043,0.136292,0.116178,1.173100,-0.062756,-0.988700,2.676400,0.000000,0.000000,210.673108,0.000000,0.000000,0.000000,0,1237.980000,,0.000000,0.000000,1066655.260000,105889.680000,0.000000,37061.390000,1326.300000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1108957.100000,0.108957,0.141443,0.116160,1.217700,-0.063640,-1.021500,2.769900,0.003628,0.938800,-1050.000000,20062.940000,20062.936687,0.000000,5,1651.010000,3914.150733,0.000000,0.000000,1068232.270000,129014.410000,0.000000,39395.340000,1329.490000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,Off,Yearly Rebal | No TLH,1105827.010000,0.105827,0.137324,0.116241,1.181400,-0.062390,-0.990400,2.682100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1067041.070000,107025.570000,0.000000,37458.950000,1326.990000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1109431.820000,0.109432,0.142069,0.116224,1.222400,-0.063259,-1.021900,2.772500,0.003461,0.866400,-1050.000000,19511.170000,19511.166108,0.000000,2,1600.140000,3604.815262,0.000000,0.000000,1068558.080000,129493.130000,0.000000,39543.690000,1330.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1105827.010000,0.105827,0.137324,0.116241,1.181400,-0.062390,-0.990400,2.682100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1067041.070000,107025.570000,0.000000,37458.950000,1326.990000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1109431.820000,0.109432,0.142069,0.116224,1.222400,-0.063259,-1.021900,2.772500,0.003461,0.866400,-1050.000000,19511.170000,19511.166108,0.000000,2,1600.140000,3604.815262,0.000000,0.000000,1068558.080000,129493.130000,0.000000,39543.690000,1330.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1105827.010000,0.105827,0.137324,0.116241,1.181400,-0.062390,-0.990400,2.682100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1067041.070000,107025.570000,0.000000,37458.950000,1326.990000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1109431.820000,0.109432,0.142069,0.116224,1.222400,-0.063259,-1.021900,2.772500,0.003461,0.866400,-1050.000000,19511.170000,19511.166108,0.000000,2,1600.140000,3604.815262,0.000000,0.000000,1068558.080000,129493.130000,0.000000,39543.690000,1330.060000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,989558.240000,-0.010442,-0.053617,0.125364,-0.427700,-0.042261,-0.949600,2.395600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,989420.770000,-9243.200000,0.000000,-1050.000000,1187.470000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,989558.240000,-0.010442,-0.053617,0.125364,-0.427700,-0.042261,-0.949600,2.395600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,989420.770000,-9243.200000,0.000000,-1050.000000,1187.470000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,989558.240000,-0.010442,-0.053617,0.125364,-0.427700,-0.042261,-0.949600,2.395600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,989420.770000,-9243.200000,0.000000,-1050.000000,1187.470000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,989558.240000,-0.010442,-0.053617,0.125364,-0.427700,-0.042261,-0.949600,2.395600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,989420.770000,-9243.200000,0.000000,-1050.000000,1187.470000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,989558.240000,-0.010442,-0.053617,0.125364,-0.427700,-0.042261,-0.949600,2.395600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,989420.770000,-9243.200000,0.000000,-1050.000000,1187.470000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,989558.240000,-0.010442,-0.053617,0.125364,-0.427700,-0.042261,-0.949600,2.395600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,989420.770000,-9243.200000,0.000000,-1050.000000,1187.470000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Calendar,Monthly,Off,Monthly Rebal | No TLH,989106.600000,-0.010893,-0.055882,0.125045,-0.446900,-0.042409,-0.945300,2.387000,0.000000,0.000000,160.966832,22.590000,0.000000,22.587721,0,1230.580000,,0.000000,0.000000,989130.450000,-9961.750000,0.000000,-1210.970000,1187.120000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,989106.600000,-0.010893,-0.055882,0.125045,-0.446900,-0.042409,-0.945300,2.387000,0.000000,0.000000,160.966832,22.590000,0.000000,22.587721,0,1230.580000,0.000000,0.000000,0.000000,989130.450000,-9961.750000,0.000000,-1210.970000,1187.120000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,989558.240000,-0.010442,-0.053617,0.125364,-0.427700,-0.042261,-0.949600,2.395600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,989420.770000,-9243.200000,0.000000,-1050.000000,1187.470000
GuidePath TaxAware - 100-0,Equity-Heavy,GuidePath TaxAware,0.918000,1.000000,Bull Market,Bull (2023–2024),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,989558.240000,-0.010442,-0.053617,0.125364,-0.427700,-0.042261,-0.949600,2.395600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,989420.770000,-9243.200000,0.000000,-1050.000000,1187.470000
